gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_001282848|RGN,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282849|RGN,0,0,0,0,0,0,0,0,0,0,0,0
NM_004683|RGN,0,0,0,0,0,0,0,0,0,0,0,0
NM_152869|RGN,4,0,0,0,0,0,0,0,0,0,0,0
NM_001077445|JADE3,9,380,83,127,68,134,0,0,0,0,0,0
NM_014735|JADE3,763,417,595,263,508,0,602,374,1125,281,172,334
NM_032591|SLC9A7,0,0,4200,1837,2225,0,4463,0,0,0,0,0
NM_001129899|KRBOX4,166,50,96,117,49,48,76,70,66,70,65,4
NM_017776|KRBOX4,105,138,74,0,78,42,98,0,91,39,70,135
NM_001129898|KRBOX4,37,110,72,96,50,31,106,106,77,36,157,0
NM_001129900|KRBOX4,24,48,57,0,53,0,51,40,84,44,16,111
NM_001190417|ZNF674,93,0,92,0,0,0,33,103,58,64,0,0
NM_001146291|ZNF674,13,0,0,0,0,0,0,0,0,0,0,0
NM_001039891|ZNF674,2,103,0,71,90,47,115,0,58,5,96,107
NR_015378|ZNF674-AS1,66,95,95,42,55,37,90,58,84,38,69,73
NM_019886|CHST7,166,127,161,154,215,77,308,254,231,104,210,288
NM_001257291|SLC9A7,4993,3632,0,0,4,2002,0,2558,3572,2655,2833,3301
NM_001135998|NDUFB11,801,815,1207,1041,827,433,942,759,1180,632,1020,1123
NM_019056|NDUFB11,697,569,822,692,492,291,628,704,813,379,630,639
NM_005676|RBM10,624,441,941,797,608,311,862,657,634,534,418,763
NM_001204468|RBM10,629,275,377,186,244,122,614,369,709,223,347,465
NM_001204467|RBM10,585,732,1036,552,841,406,1161,514,1072,568,974,757
NM_001204466|RBM10,381,186,279,200,154,131,189,163,273,110,128,36
NM_152856|RBM10,311,214,307,228,170,148,200,172,290,119,124,36
NM_033018|CDK16,317,30,789,419,124,307,327,112,719,943,446,506
NM_006201|CDK16,1399,1135,1311,854,928,510,1390,973,1154,0,664,1008
NM_001170460|CDK16,6,290,10,0,5,0,8,3,6,101,6,4
NM_153280|UBA1,4223,4914,5719,3901,3326,3692,5136,3213,5396,2566,3805,3152
NM_003334|UBA1,6997,4374,9107,5482,5250,2167,7673,3558,5900,5171,3513,5482
NR_024616|INE1,27,33,31,8,14,13,39,7,33,19,31,15
NR_003710|SNORA11C,0,0,0,0,0,0,0,0,0,0,0,0
NM_003446|ZNF157,2,2,3,1,1,3,1,3,2,0,2,5
NM_004651|USP11,2053,1804,2461,1298,1466,855,2148,1319,1822,1457,1361,1266
NM_153380|ZNF41,0,0,0,0,0,0,0,0,0,0,0,0
NM_007130|ZNF41,428,426,347,183,251,160,480,311,363,254,337,305
NR_126059|LINC01560,59,86,65,23,58,40,83,45,82,48,44,74
NM_001145252|CFP,0,0,0,296,121,0,201,80,361,0,0,136
NM_002621|CFP,118,22,64,0,0,38,3,0,0,60,29,0
NM_133499|SYN1,0,0,0,0,19,0,31,0,37,6,0,0
NR_039926|MIR4769,0,0,0,0,0,0,0,0,0,0,0,0
NM_001654|ARAF,1807,1285,1857,1526,1336,697,1901,1103,1987,988,1281,1278
NM_001256197|ARAF,74,85,80,23,51,18,85,51,77,46,58,81
NM_001256196|ARAF,74,18,109,90,35,22,95,40,36,45,42,156
NM_006950|SYN1,36,44,17,42,10,7,32,10,19,2,0,43
NM_003254|TIMP1,2777,1171,1389,1018,1197,755,1413,736,2219,736,791,1444
NM_001257168|ELK1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114123|ELK1,1221,1309,1155,804,669,360,1029,711,1422,629,805,916
NM_005229|ELK1,686,461,846,708,972,394,877,750,1072,384,868,840
NM_004182|UXT,1470,1373,2008,1504,1190,781,1336,1627,1537,1047,1541,1682
NM_153477|UXT,398,483,429,332,233,43,269,150,434,227,212,404
NR_045559|UXT,12,6,14,12,7,0,14,11,11,10,19,11
NR_045560|UXT,6,74,4,3,2,3,6,2,3,1,2,4
NR_028119|UXT-AS1,6,0,0,4,3,0,2,3,0,4,0,0
NM_007137|ZNF81,389,358,178,106,154,142,288,143,377,174,206,198
NM_205856|SPACA5,0,2,0,0,0,0,0,0,0,0,0,0
NM_001079900|SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
NM_006962|ZNF182,182,0,266,121,0,0,246,0,73,0,7,109
NM_001007088|ZNF182,126,363,9,0,229,102,125,282,230,221,0,111
NM_001178099|ZNF182,52,34,2,75,32,77,8,12,6,2,265,39
NR_046742|ZNF630-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037735|ZNF630,0,25,0,2,0,0,1,2,1,4,1,0
NM_001190255|ZNF630,0,0,0,0,0,0,0,0,0,0,0,6
NM_001282202|ZNF630,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282201|ZNF630,80,68,75,41,47,25,63,62,42,27,76,51
NM_033518|SLC38A5,1326,1094,2047,1522,1373,737,1787,1285,1849,764,1418,1190
NM_001282157|FTSJ1,0,0,0,0,0,0,0,0,0,0,0,0
NM_012280|FTSJ1,1048,658,1174,855,935,367,1079,882,1215,628,1076,992
NM_177439|FTSJ1,76,561,175,320,83,130,324,203,183,59,68,53
NM_001282166|SUV39H1,0,0,0,0,0,0,0,0,0,0,0,0
NM_003173|SUV39H1,915,814,1146,642,592,399,834,622,752,561,577,688
NM_181532|ERAS,2,0,0,0,0,0,0,0,0,0,0,0
NM_001080489|GLOD5,0,0,0,0,0,0,0,0,0,0,0,0
NM_002049|GATA1,2,0,0,0,0,0,2,0,2,0,0,0
NM_006044|HDAC6,1332,1210,1569,849,964,548,1562,954,1612,938,1185,1105
NM_203474|PORCN,0,0,0,0,0,0,0,0,0,0,0,0
NR_029427|WDR13,0,0,73,120,89,78,81,15,105,46,82,89
NM_001282167|PORCN,119,53,66,36,42,19,143,46,127,29,25,97
NM_203473|PORCN,74,61,125,91,54,0,60,3,108,0,77,3
NM_022825|PORCN,71,95,158,95,91,108,58,111,122,104,72,108
NM_203475|PORCN,10,0,0,2,10,0,1,1,3,1,1,1
NM_006579|EBP,2221,1777,2674,1311,1256,1171,1261,1411,1681,1038,1523,1605
NM_002536|TBC1D25,1000,722,872,464,441,362,581,457,543,366,558,561
NM_006743|RBM3,8987,14914,9232,7140,5974,2744,7311,8556,9364,5784,8109,9339
NM_017883|WDR13,607,443,448,567,537,170,461,567,878,285,534,673
NM_001166426|WDR13,334,171,358,59,83,109,326,97,286,118,162,153
NM_000377|WAS,2612,2106,3305,1905,1986,1280,2732,1432,2405,1651,2059,1979
NM_001163321|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163322|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271835|CCDC120,0,9,0,0,0,0,0,0,0,0,0,0
NM_033626|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271836|CCDC120,130,91,141,111,115,47,162,86,114,75,152,107
NM_001163323|CCDC120,9,16,0,0,2,0,0,15,0,0,0,3
NM_007213|PRAF2,174,198,276,244,152,109,282,109,150,115,176,129
NM_001029896|WDR45,420,380,504,315,256,156,310,289,334,146,493,298
NM_007075|WDR45,18,10,24,5,5,11,15,5,16,10,13,6
NM_015698|GPKOW,759,703,786,524,568,261,710,565,1028,416,552,573
NM_001167990|PQBP1,0,0,0,0,0,0,13,0,0,0,0,0
NM_001032384|PQBP1,0,0,4,7,0,0,0,12,2,0,2,2
NM_001167992|PQBP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282648|SLC35A2,0,0,0,0,0,0,16,0,0,0,0,0
NM_001282649|SLC35A2,0,0,0,0,0,0,0,0,0,0,0,0
NM_005834|TIMM17B,797,477,1009,650,631,342,727,550,990,452,678,642
NM_001167947|TIMM17B,164,194,228,246,133,37,115,124,161,76,162,172
NM_001032382|PQBP1,858,565,1035,529,584,317,861,443,774,493,522,459
NM_001032381|PQBP1,157,253,367,98,57,58,93,158,155,62,212,241
NM_001032383|PQBP1,165,58,155,186,119,53,4,136,204,75,144,114
NM_001167989|PQBP1,93,80,45,112,63,35,82,25,83,59,56,31
NM_144495|PQBP1,15,22,13,14,20,15,18,11,43,8,18,19
NM_005710|PQBP1,32,10,25,35,21,22,15,14,18,24,16,18
NM_005660|SLC35A2,9,11,28,12,36,26,29,8,36,14,28,16
NM_001282647|SLC35A2,2,2,1,3,3,2,5,6,8,3,5,5
NM_001042498|SLC35A2,284,167,391,354,239,82,143,268,287,140,327,238
NM_001032289|SLC35A2,153,68,66,36,116,76,57,59,145,67,105,55
NM_001282650|SLC35A2,6,101,3,0,1,1,157,0,4,0,0,0
NM_001282651|SLC35A2,2,7,2,0,0,2,0,0,2,0,0,2
NM_006875|PIM2,2927,3808,5524,8305,3698,1780,3128,3420,4668,2738,5506,3896
NM_001136159|OTUD5,638,282,291,19,32,20,68,33,24,27,104,25
NM_001136158|OTUD5,419,334,497,395,438,236,525,481,686,216,413,471
NM_001136157|OTUD5,403,637,634,880,588,287,874,468,726,621,609,561
NM_017602|OTUD5,391,286,539,354,503,246,467,429,687,185,310,530
NM_004979|KCND1,74,66,56,27,31,29,42,34,39,18,31,35
NM_020137|GRIPAP1,2250,1482,1950,1145,1399,706,1815,1215,1967,1088,1598,1282
NM_006521|TFE3,959,900,1029,788,758,387,939,856,1052,729,928,1001
NM_001282142|TFE3,426,165,245,210,133,146,271,90,277,91,380,197
NR_046649|SYP-AS1,0,0,1,0,0,0,0,0,0,0,0,0
NM_003179|SYP,20,14,55,15,23,15,17,17,30,11,15,18
NM_001256789|CACNA1F,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256790|CACNA1F,0,0,0,0,0,0,0,0,0,0,0,0
NM_005183|CACNA1F,7,30,0,11,0,0,14,0,19,0,0,19
NM_001099681|MAGIX,0,8,5,0,0,0,0,5,0,4,0,0
NM_001307979|PRICKLE3,0,0,0,35,20,20,0,49,58,0,108,1
NM_001099682|MAGIX,16,0,3,0,0,0,21,6,13,0,17,0
NM_024859|MAGIX,15,14,12,12,16,6,3,0,10,5,1,19
NM_002668|PLP2,2342,1848,2715,1048,1285,867,1961,1716,1627,1335,2182,2013
NM_006150|PRICKLE3,579,430,569,392,456,239,602,337,725,296,430,602
NM_001098413|GAGE10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114377|FOXP3,0,0,0,0,0,0,0,0,0,0,0,0
NM_014008|CCDC22,802,633,1005,588,599,352,732,501,818,417,543,749
NM_014009|FOXP3,8,6,13,7,6,6,11,0,8,0,7,4
NM_033215|PPP1R3F,63,71,47,88,94,22,142,88,99,48,80,85
NM_001184745|PPP1R3F,19,4,29,1,18,3,4,2,16,13,1,26
NM_001098405|GAGE12F,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127199|GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098408|GAGE12C,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098409|GAGE12G,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098410|GAGE12H,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098418|GAGE12E,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127345|GAGE12B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001474|GAGE4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001476|GAGE6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001475|GAGE5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001477|GAGE12I,0,0,0,0,0,0,0,0,0,0,0,0
NM_021123|GAGE7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001040663|GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
NR_102272|GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098406|GAGE12J,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098407|GAGE2D,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098412|GAGE13,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127200|GAGE2E,0,0,0,0,0,0,0,0,0,0,0,0
NM_012196|GAGE8,0,0,0,0,0,0,0,0,0,0,0,0
NR_026742|USP27X-AS1,31,23,39,15,22,8,24,17,33,15,21,35
NM_001145073|USP27X,81,77,67,21,40,30,81,47,48,40,58,52
NM_033670|CCNB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_033031|CCNB3,17,24,7,4,6,3,10,7,15,5,17,9
NM_001127898|CLCN5,0,0,0,0,0,0,0,0,0,0,0,0
NR_030241|MIR532,0,0,0,0,0,0,0,0,0,0,0,0
NR_029708|MIR188,0,0,0,0,0,0,0,0,0,0,0,0
NR_030224|MIR500A,0,0,0,0,0,0,0,0,0,0,0,0
NR_029850|MIR362,0,0,0,0,0,0,0,0,0,0,0,0
NR_030225|MIR501,0,0,0,0,0,0,0,0,0,0,0,0
NR_036257|MIR500B,0,0,0,0,0,0,0,0,0,0,0,0
NR_030397|MIR660,0,0,0,0,0,0,0,0,0,0,0,0
NR_030226|MIR502,0,0,0,0,0,0,0,0,0,0,0,0
NM_000084|CLCN5,0,0,0,0,0,0,206,0,10,0,0,0
NM_001282163|CLCN5,0,14,0,0,0,0,21,0,26,20,0,207
NM_001127899|CLCN5,252,259,207,124,141,78,30,128,378,128,135,0
NM_001272102|CLCN5,1,0,0,0,0,0,2,1,0,0,0,11
NR_027121|SHROOM4,0,0,0,0,0,0,0,0,0,0,0,0
NM_020717|SHROOM4,3,0,0,0,0,0,1,2,0,2,0,0
NM_018094|GSPT2,592,525,597,388,501,246,542,442,618,378,620,439
NM_001242491|FAM156A,281,311,129,43,49,43,133,40,414,163,99,151
NM_001099684|FAM156B,24,60,313,233,211,102,407,188,81,10,235,171
NM_001098800|MAGED4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272062|MAGED4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272063|MAGED4,1,0,2,3,0,0,0,0,0,0,0,0
NM_177535|MAGED4B,0,0,0,0,0,0,0,0,0,0,0,0
NR_003711|SNORA11D,0,2,0,0,0,0,0,0,0,0,0,0
NR_102368|SNORA11E,0,2,0,0,0,0,0,0,0,0,0,0
NM_001242362|MAGED4B,3,1,0,0,0,0,0,0,0,0,0,0
NM_001005332|MAGED1,736,694,1180,350,303,0,702,617,639,409,599,355
NM_006986|MAGED1,3955,3445,3610,3654,2591,1744,3121,2335,4103,1971,3120,3068
NM_001005333|MAGED1,7,143,3,297,143,0,4,2,5,0,161,0
NM_001272061|MAGED4,38,2,8,3,9,1,2,7,4,4,6,8
NM_177537|MAGED4B,11,9,0,0,0,0,0,0,0,0,0,0
NM_030801|MAGED4B,2,0,0,0,0,0,0,0,0,0,0,0
NM_001242489|FAM156A,0,0,0,9,0,0,0,0,0,0,2,2
NM_001242490|FAM156A,0,0,0,0,0,0,94,131,0,0,0,0
NM_001242492|FAM156A,0,1,0,7,0,0,1,1,0,0,1,0
NM_001242494|FAM156A,0,0,0,0,0,0,117,62,0,0,0,0
NM_001242495|FAM156A,0,0,0,0,0,0,4,9,0,0,0,0
NM_001242497|FAM156A,0,0,0,0,0,1,0,0,0,0,4,1
NM_001242493|FAM156A,232,207,274,61,87,37,108,27,275,0,143,91
NM_001242496|FAM156A,51,118,0,0,0,72,0,0,0,0,57,88
NM_014138|FAM156A,86,58,156,165,160,25,0,0,196,201,20,47
NM_022117|TSPYL2,714,746,752,586,589,201,860,518,861,407,731,631
NM_015075|IQSEC2,0,2,0,0,0,0,0,0,0,0,0,0
NM_001111125|IQSEC2,5,16,7,4,0,0,4,0,8,0,0,0
NM_001243197|IQSEC2,2,12,2,2,0,0,0,0,3,0,0,0
NR_106955|MIR6895,0,0,1,0,0,1,0,0,1,0,1,0
NR_110456|KANTR,42,36,37,22,29,13,56,19,37,28,26,44
NM_001282622|KDM5C,2009,1403,3491,1550,821,1259,2539,1021,1541,1589,1274,2297
NM_004187|KDM5C,1721,1418,2746,1300,1027,1189,2155,788,1341,1361,1060,2066
NM_001146702|KDM5C,149,224,218,166,84,100,210,40,198,170,119,224
NR_106954|MIR6894,2,1,1,2,1,1,3,1,2,2,3,2
NR_106916|MIR6857,0,0,0,0,0,0,0,0,0,1,0,0
NM_001267053|RIBC1,0,0,0,0,9,0,3,3,0,6,0,0
NM_006306|SMC1A,5028,7562,11380,4177,4465,4260,10791,4858,7038,7298,4678,7746
NM_001281463|SMC1A,2580,9,26,3,262,615,17,7,10,3,11,717
NM_144968|RIBC1,6,4,5,2,2,1,2,6,6,0,3,2
NM_001031745|RIBC1,10,8,10,7,0,4,8,6,8,0,6,9
NM_004493|HSD17B10,2102,1637,2468,1491,1723,853,1720,1277,2721,1034,1314,1605
NM_001037811|HSD17B10,126,88,134,210,63,0,123,88,209,48,161,103
NM_015107|PHF8,1480,1248,1455,689,795,538,1324,834,1344,896,975,790
NM_001184897|PHF8,376,280,388,169,371,166,433,271,518,151,318,366
NM_001184896|PHF8,6,0,0,0,0,0,0,0,0,0,0,4
NM_001184898|PHF8,11,17,11,2,23,4,27,8,41,8,26,9
NM_001300788|FAM120C,0,193,0,124,239,0,52,156,0,30,143,84
NM_001002838|WNK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_017848|FAM120C,160,12,229,0,10,99,335,0,209,106,11,14
NM_198456|FAM120C,28,31,48,23,29,13,34,22,41,19,27,39
NM_020922|WNK3,23,13,18,4,12,0,18,9,30,8,10,3
NM_058163|TSR2,1380,1002,1594,822,1051,485,1094,883,1242,834,942,842
NM_004463|FGD1,56,36,60,39,56,25,44,55,58,29,52,30
NR_029513|MIR98,0,0,0,0,0,0,1,0,0,0,1,0
NR_029484|MIRLET7F2,0,0,0,0,0,0,0,0,0,0,0,0
NM_031407|HUWE1,19759,19469,17938,10201,12565,7960,21707,10228,24253,14231,12216,16089
NM_001184819|GNL3L,1509,1250,1142,1454,1164,431,1827,802,885,471,626,635
NM_019067|GNL3L,731,487,959,868,1117,494,1736,286,840,563,617,479
NM_001271183|TRO,0,0,0,0,0,0,0,0,0,0,0,0
NM_016157|TRO,0,0,0,0,0,0,0,0,0,0,0,0
NM_177556|TRO,0,5,0,0,0,0,0,1,0,0,0,0
NM_177557|TRO,0,0,0,0,0,0,0,0,0,0,0,0
NR_073148|TRO,201,85,110,38,16,54,59,26,254,102,10,154
NR_073149|TRO,3,0,3,0,0,0,4,0,0,0,0,0
NM_001039705|TRO,147,109,143,63,58,46,201,481,197,82,93,46
NM_001271184|TRO,2,163,0,0,0,0,1,1,0,0,0,97
NM_177433|MAGED2,378,292,255,204,90,153,275,420,111,358,263,195
NM_014599|MAGED2,480,322,561,112,541,212,464,419,527,301,380,417
NM_201222|MAGED2,965,505,593,626,425,342,347,497,492,267,848,534
NR_002953|SNORA11,1,0,2,0,0,0,2,1,1,1,1,1
NM_001271804|PFKFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_002625|PFKFB1,0,0,16,14,8,5,11,8,12,8,5,7
NR_073450|PFKFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271805|PFKFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000032|ALAS2,0,0,0,0,0,0,0,0,0,0,0,3
NM_001037967|ALAS2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037968|ALAS2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001015038|PAGE2B,0,0,3,0,0,0,0,0,0,0,0,0
NM_001190708|MTRNR2L10,1,1,1,1,0,1,0,0,1,2,1,1
NM_014481|APEX2,1366,1275,1683,1103,825,682,1414,930,1541,873,883,1046
NM_001271748|APEX2,208,244,255,81,267,0,169,197,177,120,166,163
NM_001166699|FAM104B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166700|FAM104B,0,0,0,0,0,0,0,0,0,0,0,0
NR_030722|FAM104B,18,15,11,14,4,2,6,22,30,13,4,20
NM_138362|FAM104B,5,23,14,26,19,8,42,19,0,26,25,11
NM_001166702|FAM104B,44,48,47,24,7,25,18,61,63,26,25,31
NM_001166701|FAM104B,25,70,45,50,67,21,81,68,66,36,63,58
NM_001166704|FAM104B,24,43,40,30,27,7,26,37,29,30,29,26
NM_001166703|FAM104B,5,3,2,10,5,0,28,6,7,4,2,4
NM_014061|MAGEH1,347,332,457,412,354,168,391,367,505,254,441,294
NM_201286|USP51,78,88,74,42,87,21,142,76,145,84,44,58
NM_006064|RRAGB,198,227,160,164,165,86,242,163,261,155,167,132
NM_016656|RRAGB,84,8,48,5,45,3,4,16,90,0,1,0
NM_001159296|KLF8,0,11,0,17,0,0,0,0,4,0,0,0
NM_007250|KLF8,451,248,230,73,206,190,273,194,365,134,103,243
NM_013444|UBQLN2,1183,1329,1274,1076,1239,536,1901,1222,1828,949,1181,1203
NR_015367|LINC01420,773,753,678,527,586,309,666,607,952,565,627,635
NR_002308|UQCRBP1,104,104,131,28,108,38,34,70,104,53,88,111
NR_027139|SPIN3,41,90,72,42,56,21,63,24,79,30,61,42
NM_001010862|SPIN3,305,371,321,225,223,118,454,203,531,195,298,206
NM_001006683|SPIN2B,0,0,54,0,0,0,37,0,36,17,40,0
NM_001282462|SPIN2B,0,0,4,0,0,0,0,0,1,0,9,0
NM_001006682|SPIN2B,46,65,7,33,49,21,28,50,29,14,12,26
NM_001282461|SPIN2B,7,5,0,0,0,0,0,0,0,0,0,10
NM_001006681|SPIN2B,2,0,2,0,0,0,5,3,7,15,8,4
NM_019003|SPIN2A,23,35,36,14,21,9,32,22,23,17,27,17
NM_174912|FAAH2,71,140,79,31,18,39,44,48,69,37,97,132
NM_007157|ZXDB,352,406,369,208,275,149,359,279,276,189,379,323
NM_007156|ZXDA,130,165,124,72,76,55,155,91,114,69,154,123
NM_001012968|SPIN4,447,577,540,296,382,212,629,376,469,338,393,493
NR_015353|LINC01278,342,328,358,155,235,123,433,220,425,223,198,248
NM_015185|ARHGEF9,826,934,839,134,619,356,839,107,985,515,437,736
NM_001173480|ARHGEF9,60,98,120,353,0,0,26,320,40,33,0,73
NM_001173479|ARHGEF9,11,22,5,0,9,5,3,179,58,15,0,18
NR_046803|ARHGEF9-IT1,1,1,0,0,0,0,0,0,1,0,0,0
NM_152424|AMER1,760,690,703,382,440,242,792,402,940,570,444,531
NM_017677|MTMR8,80,78,86,39,45,29,55,40,68,44,62,83
NM_001178033|ZC4H2,0,0,0,0,0,0,0,0,0,0,1,0
NM_001243804|ZC4H2,0,51,11,24,13,0,31,23,0,35,7,21
NM_018684|ZC4H2,326,325,324,128,146,14,266,234,341,208,168,272
NR_045044|ZC4H2,4,2,0,3,2,71,4,3,9,6,5,1
NM_001178032|ZC4H2,0,2,5,0,0,0,0,0,0,0,0,0
NM_001010888|ZC3H12B,27,45,25,21,25,9,30,24,53,20,21,30
NR_033742|FRMD8P1,1,1,1,0,0,0,1,1,0,0,1,1
NM_001170649|LAS1L,1193,1122,1564,866,1183,504,1708,1108,1450,704,849,808
NM_031206|LAS1L,968,1165,920,755,520,300,905,639,1371,689,504,968
NM_001170650|LAS1L,14,0,0,0,9,0,0,0,0,0,0,0
NR_029637|MIR223,1,2,8,1,1,1,3,2,1,1,1,3
NM_001100431|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184831|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257403|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NM_007268|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184830|VSIG4,4,0,0,0,0,0,0,0,0,0,1,0
NM_001282141|HEPH,0,0,0,0,0,0,0,0,0,0,0,0
NM_014799|HEPH,0,0,0,0,0,0,0,0,31,0,0,0
NM_138737|HEPH,199,67,1,17,70,21,134,33,0,8,56,108
NM_001130860|HEPH,9,97,73,34,79,0,3,0,337,34,0,23
NM_021783|EDA2R,346,308,277,267,384,2,512,22,804,148,1,327
NM_001199687|EDA2R,271,428,214,0,79,4,0,293,53,136,380,46
NM_001242310|EDA2R,66,29,17,44,15,117,58,7,41,2,31,47
NM_001011645|AR,0,0,0,0,0,0,0,0,0,0,0,0
NM_000044|AR,4,5,8,0,0,0,0,0,0,4,0,3
NM_002547|OPHN1,6,0,1,1,2,0,3,1,2,1,0,1
NM_173834|YIPF6,512,550,558,352,435,194,409,451,567,282,550,492
NM_001195214|YIPF6,1,33,0,14,0,17,60,18,13,6,11,14
NM_014725|STARD8,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142504|STARD8,0,0,0,0,0,0,0,0,0,0,0,8
NM_001142503|STARD8,25,10,20,0,0,14,8,0,10,6,40,10
NM_004429|EFNB1,36,7,63,31,34,15,39,34,46,19,48,28
NM_022368|PJA1,0,0,0,0,0,0,0,9,0,0,0,0
NM_001032396|PJA1,292,234,317,151,204,109,264,352,233,240,288,272
NM_145119|PJA1,38,51,88,99,70,42,94,0,43,43,65,24
NM_001002254|AWAT2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005610|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005613|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005609|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005612|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NR_037494|MIR676,0,0,0,0,0,0,0,0,0,0,0,0
NM_001399|EDA,1,0,2,0,0,0,0,0,1,0,0,1
NM_198512|DGAT2L6,7,6,9,2,5,0,12,5,0,19,8,8
NM_002565|P2RY4,3,1,3,0,0,1,4,0,1,1,1,1
NM_001551|IGBP1,2493,2179,3130,1508,1390,1036,1631,1942,1888,1622,2459,2001
NM_002444|MSN,36916,28988,37320,16370,18878,14787,31234,17552,28458,21194,23777,22430
NM_021120|DLG3,0,0,0,45,3,0,0,2,0,0,80,4
NM_020730|DLG3,0,3,8,0,5,0,122,4,8,2,0,0
NR_109801|DLG3-AS1,2,3,0,0,2,0,8,2,3,3,0,3
NR_046586|DLG3-AS1,2,1,0,0,1,0,1,1,2,1,2,1
NM_001166278|DLG3,311,237,567,61,178,115,303,263,286,382,117,325
NM_001032726|RAB41,0,3,5,0,0,0,0,0,5,2,6,0
NM_004312|ARR3,8,4,6,0,2,3,8,0,7,3,0,0
NM_016484|PDZD11,944,733,901,476,684,293,776,595,891,505,662,621
NM_012310|KIF4A,1733,1581,1857,665,921,728,1486,1281,1088,1004,1223,1318
NM_013346|SNX12,1235,1462,1399,882,843,518,1112,911,1520,894,950,1058
NM_001256188|SNX12,95,0,0,0,0,0,0,0,0,0,0,0
NM_001256185|SNX12,37,0,23,0,57,80,0,0,0,0,0,0
NM_001256187|SNX12,24,47,49,10,55,20,28,42,45,0,23,27
NM_001256186|SNX12,4,0,0,0,0,0,0,0,0,0,0,0
NM_001170931|FOXO4,0,0,0,0,0,0,0,23,0,0,0,0
NM_018977|NLGN3,0,0,0,0,0,0,0,0,0,0,0,0
NM_005938|FOXO4,277,180,392,138,141,126,237,194,228,224,255,200
NR_033212|CXorf65,19,14,4,10,10,0,35,0,35,0,0,0
NM_001025265|CXorf65,7,24,26,9,6,13,13,18,11,9,24,30
NM_000206|IL2RG,8864,8030,8358,6223,5151,3879,6529,5528,8126,4277,7034,7246
NM_005120|MED12,2718,2154,2296,1049,1301,947,2526,1165,2378,1368,1382,1659
NM_001166660|NLGN3,27,0,0,0,0,11,0,0,0,0,0,0
NM_181303|NLGN3,12,41,30,13,10,3,39,21,29,12,32,32
NR_034005|LINC00891,19,30,35,12,18,10,26,24,16,20,6,10
NR_034004|LOC100132741,16,21,27,10,18,6,21,17,12,15,0,8
NM_001504|CXCR3,862,380,402,171,375,506,390,82,155,113,950,338
NM_001142797|CXCR3,144,66,75,53,27,103,86,38,35,105,262,116
NM_001145139|CXorf49B,0,0,0,0,0,0,0,0,0,0,0,0
